area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"Midlands",2021-04-01,0.67,0.69,0.70,0.72,0.73,0.74,0.75,0.77,0.78,0.80,0.81,0.82,0.85,0.87,0.89,inferred
"Midlands",2021-04-02,0.67,0.69,0.70,0.72,0.73,0.74,0.75,0.77,0.78,0.80,0.81,0.82,0.85,0.87,0.89,inferred
"Midlands",2021-04-03,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-04,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-05,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-06,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-07,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-08,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-09,0.69,0.71,0.73,0.76,0.77,0.78,0.80,0.82,0.83,0.86,0.87,0.88,0.90,0.93,0.95,projected
"Midlands",2021-04-10,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-11,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-12,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-13,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-14,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-15,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-16,0.72,0.74,0.76,0.80,0.81,0.82,0.84,0.86,0.88,0.90,0.91,0.93,0.96,0.98,1.01,projected
"Midlands",2021-04-17,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-18,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-19,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-20,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-21,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-22,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"Midlands",2021-04-23,0.74,0.77,0.80,0.84,0.86,0.87,0.89,0.91,0.93,0.95,0.96,0.98,1.02,1.05,1.10,projected
"East of England",2020-12-19,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-20,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-21,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-22,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-23,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-24,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-25,1.18,1.18,1.19,1.23,1.26,1.30,1.35,1.36,1.37,1.38,1.38,1.39,1.41,1.42,1.43,inferred
"East of England",2020-12-26,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2020-12-27,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2020-12-28,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2020-12-29,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2020-12-30,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2020-12-31,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2021-01-01,0.96,0.97,0.98,0.99,1.00,1.02,1.06,1.07,1.09,1.11,1.11,1.12,1.14,1.15,1.16,inferred
"East of England",2021-01-02,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-03,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-04,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-05,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-06,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-07,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-08,0.68,0.68,0.69,0.70,0.70,0.70,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.79,0.79,inferred
"East of England",2021-01-09,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-10,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-11,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-12,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-13,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-14,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-15,0.67,0.67,0.68,0.69,0.69,0.70,0.70,0.71,0.73,0.75,0.77,0.78,0.80,0.81,0.82,inferred
"East of England",2021-01-16,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-17,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-18,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-19,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-20,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-21,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-22,0.60,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.70,0.73,0.74,0.77,0.78,0.79,inferred
"East of England",2021-01-23,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-24,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-25,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-26,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-27,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-28,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-29,0.58,0.59,0.60,0.61,0.62,0.62,0.64,0.65,0.66,0.69,0.72,0.73,0.76,0.77,0.78,inferred
"East of England",2021-01-30,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-01-31,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-01,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-02,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-03,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-04,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-05,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.67,0.70,0.72,0.75,0.76,0.77,inferred
"East of England",2021-02-06,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-07,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-08,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-09,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-10,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-11,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-12,0.61,0.62,0.63,0.65,0.65,0.66,0.68,0.69,0.70,0.74,0.77,0.78,0.81,0.82,0.83,inferred
"East of England",2021-02-13,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-14,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-15,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-16,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-17,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-18,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-19,0.65,0.66,0.66,0.68,0.69,0.69,0.71,0.72,0.73,0.76,0.77,0.79,0.81,0.82,0.83,inferred
"East of England",2021-02-20,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-21,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-22,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-23,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-24,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-25,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-26,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.72,0.74,0.76,0.78,0.80,0.82,0.83,inferred
"East of England",2021-02-27,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-02-28,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-01,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-02,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-03,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-04,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-05,0.72,0.73,0.74,0.76,0.77,0.78,0.79,0.80,0.82,0.85,0.86,0.87,0.90,0.91,0.92,inferred
"East of England",2021-03-06,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-07,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-08,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-09,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-10,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-11,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-12,0.83,0.84,0.85,0.87,0.88,0.89,0.90,0.91,0.92,0.94,0.94,0.95,0.97,0.98,0.99,inferred
"East of England",2021-03-13,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-14,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-15,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-16,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-17,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-18,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-19,0.85,0.86,0.87,0.89,0.89,0.90,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.96,0.97,inferred
"East of England",2021-03-20,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-21,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-22,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-23,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-24,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-25,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-26,0.77,0.78,0.79,0.80,0.81,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.91,inferred
"East of England",2021-03-27,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-03-28,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-03-29,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-03-30,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-03-31,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-04-01,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-04-02,0.77,0.79,0.80,0.82,0.83,0.84,0.86,0.87,0.88,0.90,0.91,0.92,0.94,0.96,0.98,inferred
"East of England",2021-04-03,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-04,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-05,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-06,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-07,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-08,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-09,0.78,0.80,0.83,0.86,0.87,0.88,0.89,0.91,0.93,0.95,0.95,0.96,1.00,1.02,1.04,projected
"East of England",2021-04-10,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-11,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-12,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-13,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-14,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-15,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-16,0.80,0.82,0.85,0.89,0.90,0.91,0.93,0.95,0.97,0.99,1.00,1.01,1.04,1.09,1.12,projected
"East of England",2021-04-17,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-18,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-19,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-20,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-21,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-22,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"East of England",2021-04-23,0.83,0.86,0.88,0.92,0.93,0.95,0.97,0.99,1.01,1.03,1.05,1.07,1.11,1.15,1.19,projected
"London",2020-12-19,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-20,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-21,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-22,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-23,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-24,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-25,1.13,1.13,1.14,1.17,1.19,1.22,1.26,1.27,1.28,1.29,1.29,1.30,1.31,1.33,1.33,inferred
"London",2020-12-26,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2020-12-27,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2020-12-28,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2020-12-29,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2020-12-30,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2020-12-31,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2021-01-01,1.00,1.00,1.02,1.04,1.04,1.06,1.09,1.11,1.12,1.14,1.15,1.15,1.18,1.19,1.19,inferred
"London",2021-01-02,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-03,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-04,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-05,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-06,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-07,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-08,0.65,0.65,0.66,0.66,0.67,0.67,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,inferred
"London",2021-01-09,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-10,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-11,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-12,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-13,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-14,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-15,0.61,0.62,0.62,0.63,0.64,0.64,0.65,0.66,0.68,0.70,0.73,0.74,0.77,0.77,0.78,inferred
"London",2021-01-16,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-17,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-18,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-19,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-20,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-21,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
"London",2021-01-22,0.51,0.52,0.53,0.54,0.55,0.55,0.57,0.58,0.59,0.63,0.66,0.67,0.71,0.72,0.73,inferred
